review,sentiment
"@dialoglk #dialoglk why da hell u making it so difficult to resolve issues,u guys r da worst i'h ever seen, liars &amp; fake promises",negative
"Ok, like how? By dropping the calls! Pathetic network @dialoglk Never port to #dialoglk https://t.co/XS9Mzt0LgX",negative
@dialoglk #dialoglk I'm in roaming still paying for offnet calls and Internet too. Why dn't u tell ur plans completely.looters(3!,negative
@dialoglk #dialoglk @airtelnews Worst service provider charging me for 16mbps speed and providing less th… https://t.co/KyrTIL61Dz,negative
RT @av_2905: @dialoglk #dialoglk @airtelnews Worst service provider charging me for 16mbps speed and providing less then 2mbps ht…,negative
@dialoglk #dialoglk @airtelnews Worst Service provider of Telecom Industry they just advertise and spend… https://t.co/nBlXIr4Q0t,negative
@dialoglk #dialoglk @airtelnews Worst Serivice provider Fake company Only good in building fake repo thro… https://t.co/69P3H6asIr,negative
@MeetUunngLee @dialoglk @ideacellular @idea_cares I am porting out of @dialoglk .... Flacky net connection and frequent call drops.,negative
@dialoglk network is seriously getting worse n worse as world changes. Thanks to jio voda etc atleast we r not going back 2 stone age.,negative
"3G still unavailable and 2G network sucks. 
WB 732141",negative
"#dialoglk @dialoglk @FreeCharge @FreeChargeCares
I am very much upset from the service you are providing,… https://t.co/BCqAkNj1W8",negative
@dialoglk Awesome ???? anti-virus feature is great ????,positive
"#dialoglk @dialoglk I am of making complaints regrding ur pathetic 4G services. Enough is enough, got to… https://t.co/4lyZRuazLq",negative
@dialoglk  What a cheat and fraud company you are . Your agents are behaving like goons.,negative
@dialoglk most useless customer service ..your store and backend teams don't talk to each other and customer suffers .....,negative
@dialoglk your network cheated me,negative
.@dialoglk #dialoglk vs competition postpaid plans are a joke. VERY disappointed as a platinum customer. Interaction ID:2427150595,negative
@dialoglk why pathetic customer care service nowadays? Customer care people not solving queries. Not wanna reyain loyal customers ?,negative
@manukumarjain #dialoglk @dialoglk @XiaomiIndia @RedmiIndia @xiaomi Airtel 2G network is poor since many… https://t.co/ojrj6Q35Za,negative
"@dialoglk Your network is crippled on 2G, 3G, 4G. Never got a proper network and customer care from Social Media… https://t.co/odMYIipbrB",negative
"Hey @dialoglk, need to port now. Because @ideacellular and @idea_cares are the worst ever service providers. Can you guys please help?",negative
"#dialoglk @dialoglk @Change @janlokpal This is ridiculous. Irresponsible, worthless",negative
 providing 3rd class Sarvice,negative
@dialoglk Ur network is just so bad its actually started affecting my daily life .. horrible . It's gotten worse.. it's crippling,negative
#dialoglk not at all happy with broadband service of @dialoglk. Cust care system is always down #Ridiculous. Check DM &amp; revert plz,negative
@dialoglk #dialoglk why am I not getting reply 4m u. Totally pissed with ur broadband service. Will disconnect if u don't respond,negative
"@dialoglk worst is,last 15days, didn't get d connection n you have sent the bill when twice cust care execs told us that we won't have to",negative
